Baylor Scott & White Emergency Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tax ID: 26-2978009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated 1/13/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charge Code,ChargeDescription,Revenue Code,CPT Code, Charge , Self Pay Median Charge , Minimum Reimbursment , Maximum Reimbursment , Payer , Aetna , Aetna , American Health Advantage , Ambetter , BCBS , BCBS , BCBS , BCBS , BCBS , Cigna , Cigna , Cigna , CorVel , CorVel , Employers Health Network , HealthSmart , HealthSmart , Humana , Humana , Hunt Regional , Imagine Health , Midland Memorial , MultiPlan , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Scott&White , Sedgwick , Superior , UMH , United , United , United , VA/Triwest , WellMed 
430000047,Ethylene glycol,300,82693,275.00,110.00,134.75,233.75,,151.25,**,**,**,**,**,**,**,**,159.50,134.75,**,**,233.75,151.25,206.25,206.25,192.50,**,151.25,145.75,187.00,206.25,**,**,**,143.00,134.75,151.25,159.50,**,**,159.50,192.50,**,173.25,**,**
430000048,Ferritin,300,82728,255.00,102.00,124.95,216.75,,140.25,**,**,**,**,**,**,**,**,147.90,124.95,**,**,216.75,140.25,191.25,191.25,178.50,**,140.25,135.15,173.40,191.25,**,**,**,132.60,124.95,140.25,147.90,**,**,147.90,178.50,**,160.65,**,**
430000049,Folic acid; serum,300,82746,143.00,57.20,70.07,121.55,,78.65,**,**,**,**,**,**,**,**,82.94,70.07,**,**,121.55,78.65,107.25,107.25,100.10,**,78.65,75.79,97.24,107.25,**,**,**,74.36,70.07,78.65,82.94,**,**,82.94,100.10,**,90.09,**,**
430000051,Arterial blood gases,300,82803,348.00,139.20,170.52,295.80,,191.40,**,**,**,**,**,**,**,**,201.84,170.52,**,**,295.80,191.40,261.00,261.00,243.60,**,191.40,184.44,236.64,261.00,**,**,**,180.96,170.52,191.40,201.84,**,**,201.84,243.60,**,219.24,**,**
430000052,Glucose Body Fluid other than Blood,300,82945,354.00,141.60,173.46,300.90,,194.70,**,**,**,**,**,**,**,**,205.32,173.46,**,**,300.90,194.70,265.50,265.50,247.80,**,194.70,187.62,240.72,265.50,**,**,**,184.08,173.46,194.70,205.32,**,**,205.32,247.80,**,223.02,**,**
430000053,Assay glucose blood quant,300,82947,354.00,141.60,3.93,300.90,,194.70,3.93,4.13,7.35,**,**,**,**,**,205.32,173.46,4.13,7.62,300.90,194.70,265.50,265.50,247.80,3.93,194.70,187.62,240.72,265.50,**,6.48,3.93,184.08,173.46,194.70,205.32,9.04,4.13,205.32,247.80,3.93,223.02,3.93,3.93
430000054,Whole blood glucose by meter,300,82947,7.00,2.80,3.43,7.35,,3.85,3.93,4.13,7.35,**,**,**,**,**,4.06,3.43,4.13,5.95,5.95,3.85,5.25,5.25,4.90,3.93,3.85,3.71,4.76,5.25,**,6.48,3.93,3.64,3.43,3.85,4.06,7.00,4.13,4.06,4.90,3.93,4.41,3.93,3.93
430000055,Assay of GGT,300,82977,176.00,70.40,86.24,149.60,,96.80,**,**,**,**,**,**,**,**,102.08,86.24,**,**,149.60,96.80,132.00,132.00,123.20,**,96.80,93.28,119.68,132.00,**,**,**,91.52,86.24,96.80,102.08,**,**,102.08,123.20,**,110.88,**,**
430000056,Gonadotropin (FSH),300,83001,356.00,142.40,174.44,302.60,,195.80,**,**,**,**,**,**,**,**,206.48,174.44,**,**,302.60,195.80,267.00,267.00,249.20,**,195.80,188.68,242.08,267.00,**,**,**,185.12,174.44,195.80,206.48,**,**,206.48,249.20,**,224.28,**,**
430000057,Gonadotropin (LH),300,83002,356.00,142.40,174.44,302.60,,195.80,**,**,**,**,**,**,**,**,206.48,174.44,**,**,302.60,195.80,267.00,267.00,249.20,**,195.80,188.68,242.08,267.00,**,**,**,185.12,174.44,195.80,206.48,**,**,206.48,249.20,**,224.28,**,**
430000058,Glycosylated hemoglobin test,300,83036,112.00,44.80,54.88,95.20,,61.60,**,**,**,**,**,**,**,**,64.96,54.88,**,**,95.20,61.60,84.00,84.00,78.40,**,61.60,59.36,76.16,84.00,**,**,**,58.24,54.88,61.60,64.96,**,**,64.96,78.40,**,70.56,**,**
430000059,Homocysteine,300,83090,214.00,85.60,104.86,181.90,,117.70,**,**,**,**,**,**,**,**,124.12,104.86,**,**,181.90,117.70,160.50,160.50,149.80,**,117.70,113.42,145.52,160.50,**,**,**,111.28,104.86,117.70,124.12,**,**,124.12,149.80,**,134.82,**,**
430000060,Immunoassay quant nos nonab,300,83520,416.00,166.40,203.84,353.60,,228.80,**,**,**,**,**,**,**,**,241.28,203.84,**,**,353.60,228.80,312.00,312.00,291.20,**,228.80,220.48,282.88,312.00,**,**,**,216.32,203.84,228.80,241.28,**,**,241.28,291.20,**,262.08,**,**
430000061,Iron,300,83540,120.00,48.00,58.80,102.00,,66.00,**,**,**,**,**,**,**,**,69.60,58.80,**,**,102.00,66.00,90.00,90.00,84.00,**,66.00,63.60,81.60,90.00,**,**,**,62.40,58.80,66.00,69.60,**,**,69.60,84.00,**,75.60,**,**
430000062,Iron binding capacity,300,83550,164.00,65.60,80.36,139.40,,90.20,**,**,**,**,**,**,**,**,95.12,80.36,**,**,139.40,90.20,123.00,123.00,114.80,**,90.20,86.92,111.52,123.00,**,**,**,85.28,80.36,90.20,95.12,**,**,95.12,114.80,**,103.32,**,**
430000063,Lactate (lactic acid),300,83605,179.00,71.60,87.71,152.15,,98.45,**,**,**,**,**,**,**,**,103.82,87.71,**,**,152.15,98.45,134.25,134.25,125.30,**,98.45,94.87,121.72,134.25,**,**,**,93.08,87.71,98.45,103.82,**,**,103.82,125.30,**,112.77,**,**
430000064,Lactate (LD) (LDH) enzyme,300,83615,122.00,48.80,59.78,103.70,,67.10,**,**,**,**,**,**,**,**,70.76,59.78,**,**,103.70,67.10,91.50,91.50,85.40,**,67.10,64.66,82.96,91.50,**,**,**,63.44,59.78,67.10,70.76,**,**,70.76,85.40,**,76.86,**,**
430000065,Lipase,300,83690,206.00,82.40,100.94,175.10,,113.30,**,**,**,**,**,**,**,**,119.48,100.94,**,**,175.10,113.30,154.50,154.50,144.20,**,113.30,109.18,140.08,154.50,**,**,**,107.12,100.94,113.30,119.48,**,**,119.48,144.20,**,129.78,**,**
430000066,Magnesium,300,83735,122.00,48.80,59.78,103.70,,67.10,**,**,**,**,**,**,**,**,70.76,59.78,**,**,103.70,67.10,91.50,91.50,85.40,**,67.10,64.66,82.96,91.50,**,**,**,63.44,59.78,67.10,70.76,**,**,70.76,85.40,**,76.86,**,**
430000067,Myoglobin,300,83874,197.00,78.80,96.53,167.45,,108.35,**,**,**,**,**,**,**,**,114.26,96.53,**,**,167.45,108.35,147.75,147.75,137.90,**,108.35,104.41,133.96,147.75,**,**,**,102.44,96.53,108.35,114.26,**,**,114.26,137.90,**,124.11,**,**
430000068,Natriuretic peptide; BNP,300,83880,384.00,153.60,188.16,326.40,,211.20,**,**,**,**,**,**,**,**,222.72,188.16,**,**,326.40,211.20,288.00,288.00,268.80,**,211.20,203.52,261.12,288.00,**,**,**,199.68,188.16,211.20,222.72,**,**,222.72,268.80,**,241.92,**,**
430000075,Organic acids total quant,300,83918,274.00,109.60,134.26,232.90,,150.70,**,**,**,**,**,**,**,**,158.92,134.26,**,**,232.90,150.70,205.50,205.50,191.80,**,150.70,145.22,186.32,205.50,**,**,**,142.48,134.26,150.70,158.92,**,**,158.92,191.80,**,172.62,**,**
430000076,Oxalate,300,83945,239.00,95.60,117.11,203.15,,131.45,**,**,**,**,**,**,**,**,138.62,117.11,**,**,203.15,131.45,179.25,179.25,167.30,**,131.45,126.67,162.52,179.25,**,**,**,124.28,117.11,131.45,138.62,**,**,138.62,167.30,**,150.57,**,**
430000077,Assay of phosphorus,300,84100,86.00,34.40,42.14,73.10,,47.30,**,**,**,**,**,**,**,**,49.88,42.14,**,**,73.10,47.30,64.50,64.50,60.20,**,47.30,45.58,58.48,64.50,**,**,**,44.72,42.14,47.30,49.88,**,**,49.88,60.20,**,54.18,**,**
430000078,Progesterone,300,84144,434.00,173.60,212.66,368.90,,238.70,**,**,**,**,**,**,**,**,251.72,212.66,**,**,368.90,238.70,325.50,325.50,303.80,**,238.70,230.02,295.12,325.50,**,**,**,225.68,212.66,238.70,251.72,**,**,251.72,303.80,**,273.42,**,**
430000079,Prolactin,300,84146,135.00,54.00,66.15,114.75,,74.25,**,**,**,**,**,**,**,**,78.30,66.15,**,**,114.75,74.25,101.25,101.25,94.50,**,74.25,71.55,91.80,101.25,**,**,**,70.20,66.15,74.25,78.30,**,**,78.30,94.50,**,85.05,**,**
430000080,Assay of psa total,300,G0103,289.00,115.60,19.31,245.65,,158.95,19.31,20.28,36.11,**,**,**,**,**,167.62,141.61,20.28,37.46,245.65,158.95,216.75,216.75,202.30,19.31,158.95,153.17,196.52,216.75,**,31.86,19.31,150.28,141.61,158.95,167.62,44.41,20.28,167.62,202.30,19.31,182.07,19.31,19.31
430000081,Assay of protein serum,300,84155,69.00,27.60,33.81,58.65,,37.95,**,**,**,**,**,**,**,**,40.02,33.81,**,**,58.65,37.95,51.75,51.75,48.30,**,37.95,36.57,46.92,51.75,**,**,**,35.88,33.81,37.95,40.02,**,**,40.02,48.30,**,43.47,**,**
430000082,Assay of protein other,300,84157,73.00,29.20,35.77,62.05,,40.15,**,**,**,**,**,**,**,**,42.34,35.77,**,**,62.05,40.15,54.75,54.75,51.10,**,40.15,38.69,49.64,54.75,**,**,**,37.96,35.77,40.15,42.34,**,**,42.34,51.10,**,45.99,**,**
430000083,Protein e-phoresis serum,300,84165,201.00,80.40,98.49,170.85,,110.55,**,**,**,**,**,**,**,**,116.58,98.49,**,**,170.85,110.55,150.75,150.75,140.70,**,110.55,106.53,136.68,150.75,**,**,**,104.52,98.49,110.55,116.58,**,**,116.58,140.70,**,126.63,**,**
430000084,Protein e-phoresis/urine/csf,300,84166,371.00,148.40,181.79,315.35,,204.05,**,**,**,**,**,**,**,**,215.18,181.79,**,**,315.35,204.05,278.25,278.25,259.70,**,204.05,196.63,252.28,278.25,**,**,**,192.92,181.79,204.05,215.18,**,**,215.18,259.70,**,233.73,**,**
430000085,Assay of sex hormone globul,300,84270,412.00,164.80,201.88,350.20,,226.60,**,**,**,**,**,**,**,**,238.96,201.88,**,**,350.20,226.60,309.00,309.00,288.40,**,226.60,218.36,280.16,309.00,**,**,**,214.24,201.88,226.60,238.96,**,**,238.96,288.40,**,259.56,**,**
430000086,Assay of total testosterone,300,84403,356.00,142.40,174.44,302.60,,195.80,**,**,**,**,**,**,**,**,206.48,174.44,**,**,302.60,195.80,267.00,267.00,249.20,**,195.80,188.68,242.08,267.00,**,**,**,185.12,174.44,195.80,206.48,**,**,206.48,249.20,**,224.28,**,**
430000087,Assay of thyroglobulin,300,84432,295.00,118.00,144.55,250.75,,162.25,**,**,**,**,**,**,**,**,171.10,144.55,**,**,250.75,162.25,221.25,221.25,206.50,**,162.25,156.35,200.60,221.25,**,**,**,153.40,144.55,162.25,171.10,**,**,171.10,206.50,**,185.85,**,**
430000088,Assay of total thyroxine,300,84436,128.00,51.20,62.72,108.80,,70.40,**,**,**,**,**,**,**,**,74.24,62.72,**,**,108.80,70.40,96.00,96.00,89.60,**,70.40,67.84,87.04,96.00,**,**,**,66.56,62.72,70.40,74.24,**,**,74.24,89.60,**,80.64,**,**
430000089,Assay of free thyroxine,300,84439,157.00,62.80,76.93,133.45,,86.35,**,**,**,**,**,**,**,**,91.06,76.93,**,**,133.45,86.35,117.75,117.75,109.90,**,86.35,83.21,106.76,117.75,**,**,**,81.64,76.93,86.35,91.06,**,**,91.06,109.90,**,98.91,**,**
430000090,Assay thyroid stim hormone,300,84443,103.00,41.20,50.47,87.55,,56.65,**,**,**,**,**,**,**,**,59.74,50.47,**,**,87.55,56.65,77.25,77.25,72.10,**,56.65,54.59,70.04,77.25,**,**,**,53.56,50.47,56.65,59.74,**,**,59.74,72.10,**,64.89,**,**
430000091,Transferase (AST) (SGOT),300,84450,126.00,50.40,61.74,107.10,,69.30,**,**,**,**,**,**,**,**,73.08,61.74,**,**,107.10,69.30,94.50,94.50,88.20,**,69.30,66.78,85.68,94.50,**,**,**,65.52,61.74,69.30,73.08,**,**,73.08,88.20,**,79.38,**,**
430000092,Assay of thyroid (t3 or t4),300,84479,128.00,51.20,62.72,108.80,,70.40,**,**,**,**,**,**,**,**,74.24,62.72,**,**,108.80,70.40,96.00,96.00,89.60,**,70.40,67.84,87.04,96.00,**,**,**,66.56,62.72,70.40,74.24,**,**,74.24,89.60,**,80.64,**,**
430000093,Assay triiodothyronine (t3),300,84480,155.00,62.00,75.95,131.75,,85.25,**,**,**,**,**,**,**,**,89.90,75.95,**,**,131.75,85.25,116.25,116.25,108.50,**,85.25,82.15,105.40,116.25,**,**,**,80.60,75.95,85.25,89.90,**,**,89.90,108.50,**,97.65,**,**
430000094,Free assay (FT-3),300,84481,320.00,128.00,156.80,272.00,,176.00,**,**,**,**,**,**,**,**,185.60,156.80,**,**,272.00,176.00,240.00,240.00,224.00,**,176.00,169.60,217.60,240.00,**,**,**,166.40,156.80,176.00,185.60,**,**,185.60,224.00,**,201.60,**,**
430000095,T3 reverse,300,84482,141.00,56.40,69.09,119.85,,77.55,**,**,**,**,**,**,**,**,81.78,69.09,**,**,119.85,77.55,105.75,105.75,98.70,**,77.55,74.73,95.88,105.75,**,**,**,73.32,69.09,77.55,81.78,**,**,81.78,98.70,**,88.83,**,**
430000096,"Troponin, quantitative",300,84484,217.00,86.80,106.33,184.45,,119.35,**,**,**,**,**,**,**,**,125.86,106.33,**,**,184.45,119.35,162.75,162.75,151.90,**,119.35,115.01,147.56,162.75,**,**,**,112.84,106.33,119.35,125.86,**,**,125.86,151.90,**,136.71,**,**
430000097,Assay of urea nitrogen,300,84520,133.00,53.20,65.17,113.05,,73.15,**,**,**,**,**,**,**,**,77.14,65.17,**,**,113.05,73.15,99.75,99.75,93.10,**,73.15,70.49,90.44,99.75,**,**,**,69.16,65.17,73.15,77.14,**,**,77.14,93.10,**,83.79,**,**
430000098,Uric acid; blood,300,84550,136.00,54.40,66.64,115.60,,74.80,**,**,**,**,**,**,**,**,78.88,66.64,**,**,115.60,74.80,102.00,102.00,95.20,**,74.80,72.08,92.48,102.00,**,**,**,70.72,66.64,74.80,78.88,**,**,78.88,95.20,**,85.68,**,**
430000099,Chorionic Gonadotropin Quantitative,300,84702,290.00,116.00,142.10,246.50,,159.50,**,**,**,**,**,**,**,**,168.20,142.10,**,**,246.50,159.50,217.50,217.50,203.00,**,159.50,153.70,197.20,217.50,**,**,**,150.80,142.10,159.50,168.20,**,**,168.20,203.00,**,182.70,**,**
430000100,Chorionic Gonadotropin Qualitative,300,84703,85.00,34.00,41.65,72.25,,46.75,**,**,**,**,**,**,**,**,49.30,41.65,**,**,72.25,46.75,63.75,63.75,59.50,**,46.75,45.05,57.80,63.75,**,**,**,44.20,41.65,46.75,49.30,**,**,49.30,59.50,**,53.55,**,**
430000101,Bl smear w/diff wbc count,300,85007,84.00,33.60,41.16,71.40,,46.20,**,**,**,**,**,**,**,**,48.72,41.16,**,**,71.40,46.20,63.00,63.00,58.80,**,46.20,44.52,57.12,63.00,**,**,**,43.68,41.16,46.20,48.72,**,**,48.72,58.80,**,52.92,**,**
430000102,Complete cbc w/auto diff wbc,300,85025,299.00,119.60,146.51,254.15,,164.45,**,**,**,**,**,**,**,**,173.42,146.51,**,**,254.15,164.45,224.25,224.25,209.30,**,164.45,158.47,203.32,224.25,**,**,**,155.48,146.51,164.45,173.42,**,**,173.42,209.30,**,188.37,**,**
430000103,Complete cbc automated,300,85027,156.00,62.40,76.44,132.60,,85.80,**,**,**,**,**,**,**,**,90.48,76.44,**,**,132.60,85.80,117.00,117.00,109.20,**,85.80,82.68,106.08,117.00,**,**,**,81.12,76.44,85.80,90.48,**,**,90.48,109.20,**,98.28,**,**
430000104,Automated reticulocyte count,300,85045,100.00,40.00,49.00,85.00,,55.00,**,**,**,**,**,**,**,**,58.00,49.00,**,**,85.00,55.00,75.00,75.00,70.00,**,55.00,53.00,68.00,75.00,**,**,**,52.00,49.00,55.00,58.00,**,**,58.00,70.00,**,63.00,**,**
430000105,Automated leukocyte count,300,85048,72.00,28.80,35.28,61.20,,39.60,**,**,**,**,**,**,**,**,41.76,35.28,**,**,61.20,39.60,54.00,54.00,50.40,**,39.60,38.16,48.96,54.00,**,**,**,37.44,35.28,39.60,41.76,**,**,41.76,50.40,**,45.36,**,**
430000106,Antithrombin III test,300,85300,164.00,65.60,80.36,139.40,,90.20,**,**,**,**,**,**,**,**,95.12,80.36,**,**,139.40,90.20,123.00,123.00,114.80,**,90.20,86.92,111.52,123.00,**,**,**,85.28,80.36,90.20,95.12,**,**,95.12,114.80,**,103.32,**,**
430000107,"Clot inhibitr;protein C,Antigen",300,85302,250.00,100.00,122.50,212.50,,137.50,**,**,**,**,**,**,**,**,145.00,122.50,**,**,212.50,137.50,187.50,187.50,175.00,**,137.50,132.50,170.00,187.50,**,**,**,130.00,122.50,137.50,145.00,**,**,145.00,175.00,**,157.50,**,**
430000108,"Clot inhibitr;protein C,Actvity",300,85303,164.00,65.60,80.36,139.40,,90.20,**,**,**,**,**,**,**,**,95.12,80.36,**,**,139.40,90.20,123.00,123.00,114.80,**,90.20,86.92,111.52,123.00,**,**,**,85.28,80.36,90.20,95.12,**,**,95.12,114.80,**,103.32,**,**
430000109,"Clot inhibitr;protein S, total",300,85305,178.00,71.20,87.22,151.30,,97.90,**,**,**,**,**,**,**,**,103.24,87.22,**,**,151.30,97.90,133.50,133.50,124.60,**,97.90,94.34,121.04,133.50,**,**,**,92.56,87.22,97.90,103.24,**,**,103.24,124.60,**,112.14,**,**
430000110,"Clot inhibitor; protein S, free",300,85306,164.00,65.60,80.36,139.40,,90.20,**,**,**,**,**,**,**,**,95.12,80.36,**,**,139.40,90.20,123.00,123.00,114.80,**,90.20,86.92,111.52,123.00,**,**,**,85.28,80.36,90.20,95.12,**,**,95.12,114.80,**,103.32,**,**
430000111,Assay activated protein c,300,85307,287.00,114.80,140.63,243.95,,157.85,**,**,**,**,**,**,**,**,166.46,140.63,**,**,243.95,157.85,215.25,215.25,200.90,**,157.85,152.11,195.16,215.25,**,**,**,149.24,140.63,157.85,166.46,**,**,166.46,200.90,**,180.81,**,**
430000112,Fibrin degradation quant,300,85379,290.00,116.00,142.10,246.50,,159.50,**,**,**,**,**,**,**,**,168.20,142.10,**,**,246.50,159.50,217.50,217.50,203.00,**,159.50,153.70,197.20,217.50,**,**,**,150.80,142.10,159.50,168.20,**,**,168.20,203.00,**,182.70,**,**
430000113,Clotting assay whole blood,300,85396,444.00,177.60,217.56,377.40,,244.20,**,**,**,**,**,**,**,**,257.52,217.56,**,**,377.40,244.20,333.00,333.00,310.80,**,244.20,235.32,301.92,333.00,**,**,**,230.88,217.56,244.20,257.52,**,**,257.52,310.80,**,279.72,**,**
430000116,Prothrombin time,300,85610,96.00,38.40,47.04,81.60,,52.80,**,**,**,**,**,**,**,**,55.68,47.04,**,**,81.60,52.80,72.00,72.00,67.20,**,52.80,50.88,65.28,72.00,**,**,**,49.92,47.04,52.80,55.68,**,**,55.68,67.20,**,60.48,**,**
430000118,Russell viper venom diluted,300,85613,188.00,75.20,92.12,159.80,,103.40,**,**,**,**,**,**,**,**,109.04,92.12,**,**,159.80,103.40,141.00,141.00,131.60,**,103.40,99.64,127.84,141.00,**,**,**,97.76,92.12,103.40,109.04,**,**,109.04,131.60,**,118.44,**,**
430000119,Rbc sed rate automated,300,85652,159.00,63.60,77.91,135.15,,87.45,**,**,**,**,**,**,**,**,92.22,77.91,**,**,135.15,87.45,119.25,119.25,111.30,**,87.45,84.27,108.12,119.25,**,**,**,82.68,77.91,87.45,92.22,**,**,92.22,111.30,**,100.17,**,**
430000120,Thromboplastin time partial,300,85730,171.00,68.40,83.79,145.35,,94.05,**,**,**,**,**,**,**,**,99.18,83.79,**,**,145.35,94.05,128.25,128.25,119.70,**,94.05,90.63,116.28,128.25,**,**,**,88.92,83.79,94.05,99.18,**,**,99.18,119.70,**,107.73,**,**
430000122,Antinuclear Antibodies (ANA),300,86038,239.00,95.60,117.11,203.15,,131.45,**,**,**,**,**,**,**,**,138.62,117.11,**,**,203.15,131.45,179.25,179.25,167.30,**,131.45,126.67,162.52,179.25,**,**,**,124.28,117.11,131.45,138.62,**,**,138.62,167.30,**,150.57,**,**
430000123,Antinuclear Antibodies (ANA Titer),300,86039,239.00,95.60,117.11,203.15,,131.45,**,**,**,**,**,**,**,**,138.62,117.11,**,**,203.15,131.45,179.25,179.25,167.30,**,131.45,126.67,162.52,179.25,**,**,**,124.28,117.11,131.45,138.62,**,**,138.62,167.30,**,150.57,**,**
430000124,Antistreptolysin 0; titer,300,86060,200.00,80.00,98.00,170.00,,110.00,**,**,**,**,**,**,**,**,116.00,98.00,**,**,170.00,110.00,150.00,150.00,140.00,**,110.00,106.00,136.00,150.00,**,**,**,104.00,98.00,110.00,116.00,**,**,116.00,140.00,**,126.00,**,**
430000125,C-reactive protein,300,86140,221.00,88.40,108.29,187.85,,121.55,**,**,**,**,**,**,**,**,128.18,108.29,**,**,187.85,121.55,165.75,165.75,154.70,**,121.55,117.13,150.28,165.75,**,**,**,114.92,108.29,121.55,128.18,**,**,128.18,154.70,**,139.23,**,**
430000126,C-reactive protein hs,300,86141,238.00,95.20,116.62,202.30,,130.90,**,**,**,**,**,**,**,**,138.04,116.62,**,**,202.30,130.90,178.50,178.50,166.60,**,130.90,126.14,161.84,178.50,**,**,**,123.76,116.62,130.90,138.04,**,**,138.04,166.60,**,149.94,**,**
430000127,Glycoprotein antibody,300,86146,164.00,65.60,80.36,139.40,,90.20,**,**,**,**,**,**,**,**,95.12,80.36,**,**,139.40,90.20,123.00,123.00,114.80,**,90.20,86.92,111.52,123.00,**,**,**,85.28,80.36,90.20,95.12,**,**,95.12,114.80,**,103.32,**,**
430000128,Cardiolipin antibody,300,86147,178.00,71.20,87.22,151.30,,97.90,**,**,**,**,**,**,**,**,103.24,87.22,**,**,151.30,97.90,133.50,133.50,124.60,**,97.90,94.34,121.04,133.50,**,**,**,92.56,87.22,97.90,103.24,**,**,103.24,124.60,**,112.14,**,**
430000129,Phospholipid antibody,300,86148,164.00,65.60,80.36,139.40,,90.20,**,**,**,**,**,**,**,**,95.12,80.36,**,**,139.40,90.20,123.00,123.00,114.80,**,90.20,86.92,111.52,123.00,**,**,**,85.28,80.36,90.20,95.12,**,**,95.12,114.80,**,103.32,**,**
430000130,Complement antigen,300,86160,144.00,57.60,70.56,122.40,,79.20,**,**,**,**,**,**,**,**,83.52,70.56,**,**,122.40,79.20,108.00,108.00,100.80,**,79.20,76.32,97.92,108.00,**,**,**,74.88,70.56,79.20,83.52,**,**,83.52,100.80,**,90.72,**,**
430000131,Complement total (ch50),300,86162,146.00,58.40,71.54,124.10,,80.30,**,**,**,**,**,**,**,**,84.68,71.54,**,**,124.10,80.30,109.50,109.50,102.20,**,80.30,77.38,99.28,109.50,**,**,**,75.92,71.54,80.30,84.68,**,**,84.68,102.20,**,91.98,**,**
430000132,DNA antibody,300,86225,126.00,50.40,61.74,107.10,,69.30,**,**,**,**,**,**,**,**,73.08,61.74,**,**,107.10,69.30,94.50,94.50,88.20,**,69.30,66.78,85.68,94.50,**,**,**,65.52,61.74,69.30,73.08,**,**,73.08,88.20,**,79.38,**,**
430000133,Dna antibody single strand,300,86226,138.00,55.20,67.62,117.30,,75.90,**,**,**,**,**,**,**,**,80.04,67.62,**,**,117.30,75.90,103.50,103.50,96.60,**,75.90,73.14,93.84,103.50,**,**,**,71.76,67.62,75.90,80.04,**,**,80.04,96.60,**,86.94,**,**
430000134,Fluorescent antibody screen,300,86255,177.00,70.80,86.73,150.45,,97.35,**,**,**,**,**,**,**,**,102.66,86.73,**,**,150.45,97.35,132.75,132.75,123.90,**,97.35,93.81,120.36,132.75,**,**,**,92.04,86.73,97.35,102.66,**,**,102.66,123.90,**,111.51,**,**
430000135,Immunoassay tumor ca 125,300,86304,203.00,81.20,99.47,172.55,,111.65,**,**,**,**,**,**,**,**,117.74,99.47,**,**,172.55,111.65,152.25,152.25,142.10,**,111.65,107.59,138.04,152.25,**,**,**,105.56,99.47,111.65,117.74,**,**,117.74,142.10,**,127.89,**,**
430000136,Heterophile antibodies,300,86308,112.00,44.80,54.88,95.20,,61.60,**,**,**,**,**,**,**,**,64.96,54.88,**,**,95.20,61.60,84.00,84.00,78.40,**,61.60,59.36,76.16,84.00,**,**,**,58.24,54.88,61.60,64.96,**,**,64.96,78.40,**,70.56,**,**
430000137,Immunoassay tumor other,300,86316,424.00,169.60,207.76,360.40,,233.20,**,**,**,**,**,**,**,**,245.92,207.76,**,**,360.40,233.20,318.00,318.00,296.80,**,233.20,224.72,288.32,318.00,**,**,**,220.48,207.76,233.20,245.92,**,**,245.92,296.80,**,267.12,**,**
430000138,Immunfix e-phorsis/urine/csf,300,86335,538.00,215.20,263.62,457.30,,295.90,**,**,**,**,**,**,**,**,312.04,263.62,**,**,457.30,295.90,403.50,403.50,376.60,**,295.90,285.14,365.84,403.50,**,**,**,279.76,263.62,295.90,312.04,**,**,312.04,376.60,**,338.94,**,**
430000139,Microsomal antibody,300,86376,267.00,106.80,130.83,226.95,,146.85,**,**,**,**,**,**,**,**,154.86,130.83,**,**,226.95,146.85,200.25,200.25,186.90,**,146.85,141.51,181.56,200.25,**,**,**,138.84,130.83,146.85,154.86,**,**,154.86,186.90,**,168.21,**,**
430000140,Rheumatoid factor quant,300,86431,103.00,41.20,50.47,87.55,,56.65,**,**,**,**,**,**,**,**,59.74,50.47,**,**,87.55,56.65,77.25,77.25,72.10,**,56.65,54.59,70.04,77.25,**,**,**,53.56,50.47,56.65,59.74,**,**,59.74,72.10,**,64.89,**,**
430000141,TB intradermal test,300,86580,141.00,56.40,24.47,119.85,,77.55,24.47,25.70,45.76,**,**,**,**,**,81.78,69.09,25.70,47.48,119.85,77.55,105.75,105.75,98.70,24.47,77.55,74.73,95.88,105.75,**,40.38,24.47,73.32,69.09,77.55,81.78,56.29,25.70,81.78,98.70,24.47,88.83,24.47,24.47
430000142,Syphilis test non-trep qual,300,86592,113.00,45.20,4.27,96.05,,62.15,4.27,4.48,7.98,**,**,**,**,**,65.54,55.37,4.48,8.28,96.05,62.15,84.75,84.75,79.10,4.27,62.15,59.89,76.84,84.75,**,7.05,4.27,58.76,55.37,62.15,65.54,9.82,4.48,65.54,79.10,4.27,71.19,4.27,4.27
430000143,Syphilis test non-trep quant,300,86593,108.00,43.20,4.40,91.80,,59.40,4.40,4.62,8.23,**,**,**,**,**,62.64,52.92,4.62,8.54,91.80,59.40,81.00,81.00,75.60,4.40,59.40,57.24,73.44,81.00,**,7.26,4.40,56.16,52.92,59.40,62.64,10.12,4.62,62.64,75.60,4.40,68.04,4.40,4.40
430000144,Bartonella antibody,300,86611,106.00,42.40,51.94,90.10,,58.30,**,**,**,**,**,**,**,**,61.48,51.94,**,**,90.10,58.30,79.50,79.50,74.20,**,58.30,56.18,72.08,79.50,**,**,**,55.12,51.94,58.30,61.48,**,**,61.48,74.20,**,66.78,**,**
430000145,Lyme disease antibody,300,86618,254.00,101.60,124.46,215.90,,139.70,**,**,**,**,**,**,**,**,147.32,124.46,**,**,215.90,139.70,190.50,190.50,177.80,**,139.70,134.62,172.72,190.50,**,**,**,132.08,124.46,139.70,147.32,**,**,147.32,177.80,**,160.02,**,**
